examId,mode,targetQuestionCount,renderedTargetCount,imageExpected,imageDecoded,solutionImageExpected,solutionImageDecoded,overflowCount,consoleErrorCount,pageErrorCount,status,evidenceNote
21_팔마고_2학기_중간_고1_기출,answer,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,exam,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,solution,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,answer,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,exam,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,solution,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,answer,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,exam,8,8,1,1,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=6;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,solution,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,answer,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,exam,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,solution,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,answer,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,exam,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,solution,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,answer,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,solution,6,6,0,0,1,1,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_효천고_2학기_중간_고1_기출,exam,6,6,2,2,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_효천고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_효천고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_강남여고_2학기_중간_고1_기출,exam,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=6;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_강남여고_2학기_중간_고1_기출,solution,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_강남여고_2학기_중간_고1_기출,answer,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_금당고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_금당고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_금당고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_매산여고_2학기_중간_고1_기출,exam,9,9,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=9;choicesExpected=6;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_매산여고_2학기_중간_고1_기출,solution,9,9,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=9;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_매산여고_2학기_중간_고1_기출,answer,9,9,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=9;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_순천여고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_순천여고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_순천여고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_팔마고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_팔마고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
23_팔마고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
24_금당고_2학기_중간_고1_기출,exam,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
24_금당고_2학기_중간_고1_기출,solution,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
24_금당고_2학기_중간_고1_기출,answer,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_금당고_2학기_기말_고1_유사,exam,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_금당고_2학기_기말_고1_유사,solution,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_금당고_2학기_기말_고1_유사,answer,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_순천고_2학기_기말_고1_유사,exam,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=6;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_순천고_2학기_기말_고1_유사,solution,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_순천고_2학기_기말_고1_유사,answer,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_제일고_2학기_기말_고1_유사,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_제일고_2학기_기말_고1_유사,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
25_제일고_2학기_기말_고1_유사,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
