assetPath,assetSha256,byteCount,viewBox,preserveAspectRatio,primitiveCounts,staticXmlStatus,forbiddenNodes,observedFactHash
archive/assets/images/22_매산고_1학기_기말_고1_기출/q09-solution.svg,aa1c19379e083ce899b1da00b49a53ea69e7665c223f1f1865b9d5b61cc63a9b,6470,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":37,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,07e65aaf3f7f37dd9bfec55bb22635d383b94cfed1fcc42dd96a8f685be59817
archive/assets/images/22_매산고_1학기_기말_고1_기출/q15-solution.svg,f104a1ee138507a979ae6f4ab188a009a7108524b931fb56aba48d76ef371d28,5738,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":24,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":18,""g"":4,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,298dbd7e7835b47034bf82fb7ee06ef2c99658298b73ea8ed86c83c1df11396d
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q03-solution.svg,e58233a10b7288123ce51db841d3d2197593c4946936e5771e9331b5efd976a6,5213,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":27,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,9ba0fa920cf72dec24ca88632fbbad7d2575d4b1ed199fe731315c7d79cdf74d
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q06-solution.svg,4f6216d2fadb67b0bee8bd1fd96e4c1468e379e6ea6ea0dead96d9be63afcb79,4282,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":18,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":12,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,4e3038dcff0dfdb15440a65ba31c2b8ec7bd22cbac7bb0a07a3bff5d465db014
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q18-solution.svg,aa7c22b4109234d20bae2f7a0f2c3bd4038f4ca0a6a31356c1b4d0a4ddc09e79,5641,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":23,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":18,""g"":4,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,31f8f2f9623ad81ca6a43d95a9b4160acd9a7c5b531bf0538176a3797e6b1f43
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q19-solution.svg,218212ce02e0afc2b9b3a62af18412e9312745d7d2c5e9cc5d9d211a2d95d64f,4116,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":17,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,388518a4ce16a686ca67dd868489c23eb55d409b2126a8c174559e4f279e1fa3
archive/assets/images/22_제일고_1학기_기말_고1_기출/q10-solution.svg,96506370bfc3e4d56be6285de47e9db07385d898e1cafc7f4cbd3f1d87a2e702,4603,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":23,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":12,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,f1302c013b00a3c4cd175a5571ce736587c7901dd34edb50298fb0bc13ea29c3
archive/assets/images/22_제일고_1학기_기말_고1_기출/q11-solution.svg,eb811d7a870003e33f656a7448463bb1ddca8693dfb41cabfa0f64f995c164e7,5508,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":25,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":15,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,347a83ec6754b0344e7ae5ddced705ad07d27aadfb55cee1d52f589b261b6b6c
archive/assets/images/22_제일고_1학기_기말_고1_기출/q12-solution.svg,8229d4162c34a27edea0415391abe3feccd7e2cab29ca2162f9cb317714a9e07,4285,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":17,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,2d04d75c8784098be6e1a73819d76f7ec296fa4e37428987de7b87b81a22826f
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q04-solution.svg,e5c24e0a155a697de92f76d6fe0bbfb78aafa5f72659426201357fce024efe0b,5575,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":30,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,98117458c8e699a9a8e517fbebec386af28493e4223162211da9ac90237d265c
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q05-solution.svg,829638e52c321fcb391b81332dea0760aa0ff4d32c7180eb7fe1b374e10ea882,3569,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":16,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,30bd164412b1b9b405a3954215340551626eb7f31ae2cd88207aac9b89820a23
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q13-solution.svg,ed857999193b0ca6c690f08e64a09ac2b2d9e300946e0262e9102663877e2d8a,4347,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":20,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":9,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,95ea10dfa5e404c251a6145410b9a88f439b97d0971c631a5cf5d914fb0f244d
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q14-solution.svg,1f5a63013cdf97f4dea51756a05c58c9a6bd53d1e27d04d97dc14f9aa7771e9f,4649,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":22,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":14,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,4a8e611849db2414e9dc06968bda49b631fc5067f5ffa5ea676df0b4c417f4e1
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q17-solution.svg,7e5a378e0f10a01dfc7acd656ca91f9d0b1a1af9b07b5913146c4b3b1f6d4237,13284,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":74,""polyline"":1,""polygon"":0,""path"":0,""rect"":3,""text"":17,""g"":4,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,66a0c35eb2fc021c42a16598844309bec1cd80a93753273a8f333537e357bfe0
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q22-solution.svg,77f1ec335d02ff3b1f705d27d90df552adbef990eef85410649314a1d6117a78,6805,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":30,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":19,""g"":4,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,cf23ef90136fbced8953bedc26df06faca9251a6bd835ef46bb63d56fe5cb087
archive/assets/images/22_효천고_1학기_기말_고1_기출/q02-solution.svg,bbd58f35e92ffcd20485e3c1a9121697379b2b25b17158009c7f9e3d2a3b1b10,4246,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":19,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":12,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,949386364f34d7d1096b0bae500680395b765780e4f7700fedea99a8ff40a71e
archive/assets/images/22_효천고_1학기_기말_고1_기출/q16-solution.svg,2a62171f1b81819ab092259a2e723569f6b7a139cdeb6cfb570af95cf2507289,5280,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":11,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,bc751651c91950220d71f91eac053e7ac2b217e75e8234c7c20e59d2c827852e
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q05-solution.svg,d392b1d66eb2e84ab83d5c33b58d5d39ac62e105cd5d17d41cb4026cc82d4852,4968,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":29,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,dee7bc37a8e7675cd1a2b97212c5a6eda105b7c37fc2ee722b304b60716f6f5e
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q12-solution.svg,7301b04df34a4f14c1d4c8b21bdd3b86eb17a1f49ded5bb2801541e668a2c20b,4710,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":24,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":9,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,a2c1c72195ca3c918a00861f2b54f99a76e64f3da22071a97dc2c421e3ba84be
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q13-solution.svg,2c9b94bfc9dd115e65ad4faf5f80cd5f204c5fcc85dbdd44f026085274dbf9f6,5579,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":31,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,2f8a65d9309dd76829caa61bc610cc1f5045263df79f08d68687e04963120e12
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q22-solution.svg,74fb10671444fef46769fb77da912e3ee2a49e3f3aae800ba71201113e5f1868,4656,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":25,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,f81dea7f9964d9c031c8d127af3309e0b11091d1a35962ce4b9723f5655723cc
archive/assets/images/23_강남여고_1학기_기말_고1_기출/q24-solution.svg,abbf41fc506c70a44491b8924fb796c06bc3dd1d98df5ad979cfad60cc2a912e,6848,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":36,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":14,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,3639bae283b7fe4b56fc6eff926fc6f4bf1fed7b35b159ff7842d93e377ab02d
archive/assets/images/23_금당고_1학기_기말_고1_기출/q03-solution.svg,ad663f6334ca51c08e48f2f653bc11abf6a9c53b055ed198cc070d358eabc66f,3510,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":15,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,b69e3908887d762daf7cbb7954c9d0753e0221cb04dd4414745658f4f9b54ed0
archive/assets/images/23_금당고_1학기_기말_고1_기출/q05-solution.svg,1e80afbab310f8d220552474f12efff501d08a910d2d07ed1910526588fc8277,4338,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":22,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,9aa0e292651ac76231976aebd4c79dadea59c50317164e0e4f4620bf4d86338d
archive/assets/images/23_금당고_1학기_기말_고1_기출/q07-solution.svg,d064d508cfbda4159276fef08016f7040acd840a2fd18cf3c3e68ab99cf91834,5280,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":21,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":18,""g"":4,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,14efa9d4cad3bc1e7406722105fc44344bc041691069f31d562967d03669e8d6
archive/assets/images/23_금당고_1학기_기말_고1_기출/q12-solution.svg,290126f8b9d157bc9d7669811e83526a8f8e697bad7d626e09eea3598ba9e566,3517,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":15,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":9,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,1d4e3afab5d866c8c2bcfe5078ecfc89889e4cbb38d3e7b4e7bc984368f2f2ff
archive/assets/images/23_금당고_1학기_기말_고1_기출/q17-solution.svg,21089d51cbcb68256e5e36d629ac45712cbb1907812fbcc1c68497a1349a032c,5092,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":23,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":15,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,49e24cc8201998a9432c362d3cdce2f4e4936560796b22a743fae7db5e06f949
archive/assets/images/23_매산고_1학기_기말_고1_기출/q02-solution.svg,53ce38c699e0ee0ba247c8269d28e25d835d36e479b3b4b84aa90c24139e2b9a,4091,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":21,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,93a2b84cbd20a17107c3f4f7e5ebef074f59348c08090b830e9677a8ee37b8d8
archive/assets/images/23_매산고_1학기_기말_고1_기출/q07-solution.svg,a0dd754cf6a5812b5f462af877fd45f873c9c8d563fab08ae625f7bbab34582e,5500,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":25,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":15,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,5002c124bbf919c8698efe9743422e5e7f2eac3470781334616f984213058090
archive/assets/images/23_복성고_1학기_기말_고1_기출/q04-solution.svg,fbe28b7ddbf816912042e04db2b0a3aa5fc7a8c41826ca2d0707130a3ab5cd6b,4741,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":24,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,1cbe71f09de634e5bb5653c7699d858449778e057dbdb311f87feeb6a12ecb9b
archive/assets/images/23_복성고_1학기_기말_고1_기출/q05-solution.svg,e2293bbc0c020ba7d9467c2c377a3ac519819105eee5b2695647f7fbfa674664,4206,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":20,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":11,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,399c017f4c278c6b3f45614cb75e18c0d492fa28f2d3c4517dfcf65f4f3b22e5
archive/assets/images/23_복성고_1학기_기말_고1_기출/q11-solution.svg,9aee627a11f21b5d7184462a129a8a9e5ea56d203902b490ebf207e44497a3ba,6561,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":39,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":11,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,a872d3fe7f11870ad52137e307e5777bebf29b5ee4f6934844ecd17339f7193e
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q02-solution.svg,0ce6ee58dc9f7d691efdf685f0595e0c5d247553f068d0c1d026cae9f2abe824,5399,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":29,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":14,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,8d9997731c611910823400a37d71865d60012ee9a0a0db9485831acfd56f3118
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q04-solution.svg,bb6e52eb5b5abe21924b7423c5ad0a0240e5a74bc0317d66d7f0d1b3373903d0,6165,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":42,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":9,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,5ca5a539df00e8eba1e2947858f54af631b3252a392c101c282919e70ee1cc6c
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q11-solution.svg,93dfc30b5851166872e1cc45e009591694cd01d2a743638f2a553da0547f45b9,5674,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":26,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":16,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,c8fed2d2091d5c3009612efd7e082156a08d7fd910398a91614431e476d328b0
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q13-solution.svg,affbdc1d650bbd884b1b0df47097b73acc55853b825135f34a2b9132f4ba7451,4038,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":16,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":13,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,98535d01530a92aee223904c268c7a9ba193eb7669cad19bb56649db7edf97ad
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q21-solution.svg,90eb84a06c04cfbc4e193631297c826349134ee9549ccf7d75e6fb4d1f677eec,4269,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":21,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,1f8c03dcb83ecc47d112e45e875df45b732df36c94f2ce5e130537b1afde971d
archive/assets/images/23_제일고_1학기_기말_고1_기출/q13-solution.svg,f4fb563c48fe308f7439dd498fc3af4d34d2025e2ee7db0f9805bf9bf5ab3c24,5416,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":12,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,902793299f6b289f9d177b373d422be2ae0219416d11b4fbcba8f83d1e14dfc7
archive/assets/images/23_팔마고_1학기_기말_고1_기출/q02-solution.svg,c5888359f3edfc6ac89058c2b7527a261d316847af640f3a62536a84178b3874,4146,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":22,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":10,""g"":1,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,ef4229bcc7b7b5151df1c38610f39609ef8e89843556352880952facbd0888c0
archive/assets/images/23_팔마고_1학기_기말_고1_기출/q03-solution.svg,5c23f79f9414d6fd038d9938afc31beb128c3b8a45676d2622655e4a642296ec,4263,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":19,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":12,""g"":2,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,9ba1dd1f625b84bfb739740858d0f67f400561f821dbe05523906f1ed91b0031
archive/assets/images/23_팔마고_1학기_기말_고1_기출/q04-solution.svg,5882b766c6f399cba948412fd8b980e4ff0ad86202619096af5d25e823858563,3638,0 0 840 480,xMidYMid meet,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":17,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",STATIC_ROOT_SHAPE_PASS,,cc7946639d12d5957607fc5beef9795b6ee5fdee382cca8eceb63af60563ccea
