questionUid,field,assetPath,assetSha256,naturalSize,visualRequirement
archive/exams/original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js|21_복성고_2학기_기말_고1_기출|10,solutionImage,archive/assets/images/21_복성고_2학기_기말_고1_기출/q10-solution.svg,71a8e88bba3a8f0c1cd96841b4a9672aa8db362c2e5ad5bf3de2661a58b103f6,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js|21_순천고_2학기_기말_고1_기출|2,solutionImage,archive/assets/images/21_순천고_2학기_기말_고1_기출/q02-solution.svg,beb4dba9bcee6efebfe3766f87ac0db0594bb2931e23e8beed3310d6973063c4,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js|21_순천고_2학기_기말_고1_기출|18,solutionImage,archive/assets/images/21_순천고_2학기_기말_고1_기출/q18-solution.svg,38f3516c59c20ac1f3d326ffb573fba59c4ed77fe2667d8019e424f3225a4bc3,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js|21_제일고_2학기_기말_고1_기출|4,solutionImage,archive/assets/images/21_제일고_2학기_기말_고1_기출/q04-solution.svg,dc55e79f073df059d0ba1b0fd582d3e74dc2be6fb474f1b7b014a7a68c02849f,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js|21_팔마고_2학기_기말_고1_기출|3,solutionImage,archive/assets/images/21_팔마고_2학기_기말_고1_기출/q03-solution.svg,d89784af43e07e78999bde5d4855695513da70dc28253043800de4316dbceb66,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js|21_팔마고_2학기_기말_고1_기출|5,solutionImage,archive/assets/images/21_팔마고_2학기_기말_고1_기출/q05-solution.svg,82d45c7b98158ee03c6a124aa46c42361784368828341bf0b5e0099b92fdcdea,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js|21_효천고_2학기_기말_고1_기출|11,solutionImage,archive/assets/images/21_효천고_2학기_기말_고1_기출/q11-solution.svg,9a9a3dfa9c1e25fd99d13c8969d563df5cdc30ed163ba1bf6ea9de01b00f1b28,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js|22_강남여고_2학기_기말_고1_기출|3,image,archive/assets/images/22_강남여고_2학기_기말_고1_기출/q3.png,b98410fe6f95a1641c7e714ed2f5ef6ae34a71743a8a9cf51565f458e95f26b9,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js|22_강남여고_2학기_기말_고1_기출|15,solutionImage,archive/assets/images/22_강남여고_2학기_기말_고1_기출/q15-solution.svg,c95e5792ecf430ffd27e672749dc6eb748ee8a865f47ab708d1d2185e1ec36a5,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js|22_금당고_2학기_기말_고1_기출|1,solutionImage,archive/assets/images/22_금당고_2학기_기말_고1_기출/q01-solution.svg,987a85b83d3ba7e78c5d0a70fb0115e2fe2b38d3960a70e1e455dab097663c6d,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js|22_금당고_2학기_기말_고1_기출|9,solutionImage,archive/assets/images/22_금당고_2학기_기말_고1_기출/q09-solution.svg,7bf7be5c6d461cf5c1d18fc865de0ce609973ec9a94f885f31444ef57b376469,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js|22_매산고_2학기_기말_고1_기출|2,image,archive/assets/images/22_매산고_2학기_기말_고1_기출/q2.png,2241dddf24ea972ed49933c833b82c6c0feb6a568794c58e7efeeecd08d53163,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js|22_매산고_2학기_기말_고1_기출|8,solutionImage,archive/assets/images/22_매산고_2학기_기말_고1_기출/q08-solution.svg,020595a6de9d3f0cc5d411564bb955ba71f3858acad941533cb8d878f20e7827,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js|22_매산고_2학기_기말_고1_기출|19,image,archive/assets/images/22_매산고_2학기_기말_고1_기출/q19.png,cdf5be16bb8b19ff8fb223c630fcaa6d1a332fa0649febf8699a0722a5070927,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js|22_매산고_2학기_기말_고1_기출|19,solutionImage,archive/assets/images/22_매산고_2학기_기말_고1_기출/q19-solution.svg,1fe98214e8afe92f5d9c821238f61b0922bf127913d9c76f77c5dbbbbf59bdec,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js|22_복성고_2학기_기말_고1_기출|12,solutionImage,archive/assets/images/22_복성고_2학기_기말_고1_기출/q12-solution.svg,9608b9839619592cec85d1ead93f3e08c2708f3ebb226a05392b4598c4fa8383,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js|22_복성고_2학기_기말_고1_기출|15,solutionImage,archive/assets/images/22_복성고_2학기_기말_고1_기출/q15-solution.svg,5c042210800f5704bf1d42017ae24cd20c5f10d7627f9202af778250cecfb624,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js|22_복성고_2학기_기말_고1_기출|21,solutionImage,archive/assets/images/22_복성고_2학기_기말_고1_기출/q21-solution.svg,26ee9d05faacf92b93ce55ec085ee28084c632a62b4b0b7ccd023d3661aeb7f4,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js|22_순천여고_2학기_기말_고1_기출|5,image,archive/assets/images/22_순천여고_2학기_기말_고1_기출/q5.png,e8efdf5b1a9406ed018e2db831fe8a9fce6b6a65f2f2ce644cc687af684273f9,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js|22_순천여고_2학기_기말_고1_기출|7,solutionImage,archive/assets/images/22_순천여고_2학기_기말_고1_기출/q07-solution.svg,12f99a40b3b1e1800033fcc9e4e9c3aca9b37c4642feb5c05c0eb5aca2b3f880,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js|22_순천여고_2학기_기말_고1_기출|8,solutionImage,archive/assets/images/22_순천여고_2학기_기말_고1_기출/q08-solution.svg,7ce7f35db6aa99215b3247d03f178e451fd1ed951b309f45f19cb20659e9cba1,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js|22_순천여고_2학기_기말_고1_기출|20,solutionImage,archive/assets/images/22_순천여고_2학기_기말_고1_기출/q20-solution.svg,12bb3e984aa80a78598dbdc2ede11fcbe0a19c9cd54540b3c75a52c3eb94f31a,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js|22_제일고_2학기_기말_고1_기출|2,solutionImage,archive/assets/images/22_제일고_2학기_기말_고1_기출/q02-solution.svg,23c4bd273cc79fda9fbd00d4026654d3f0802f01cb99ccf53d96fddd9ba8fdc8,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js|22_팔마고_2학기_기말_고1_기출|6,solutionImage,archive/assets/images/22_팔마고_2학기_기말_고1_기출/q06-solution.svg,68b4470bb4c299ef31999276f4e82a062588b408149c3a71936655e1b715ed01,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js|22_팔마고_2학기_기말_고1_기출|8,solutionImage,archive/assets/images/22_팔마고_2학기_기말_고1_기출/q08-solution.svg,c6af2d8bee882fe3974f2cb6766366e9ddd5ec9abe245e1c141e7a3fabf7a130,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js|22_팔마고_2학기_기말_고1_기출|21,image,archive/assets/images/22_팔마고_2학기_기말_고1_기출/q21.svg,c1750dbae58e575ba62365929a9cb49c3523ad8ccdb09781a45982b991ffba27,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js|22_효천고_2학기_기말_고1_기출|4,solutionImage,archive/assets/images/22_효천고_2학기_기말_고1_기출/q04-solution.svg,f8f990040e1f459eec8c1e47f9e6887ddaa81d12c2652cd64f7f292047136d95,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js|22_효천고_2학기_기말_고1_기출|15,solutionImage,archive/assets/images/22_효천고_2학기_기말_고1_기출/q15-solution.svg,b4eaa3b314a1dc66456c1d6fdcaefe9d18f91e527c1223ea8ba653aa7e28cb1e,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js|22_효천고_2학기_기말_고1_기출|22,solutionImage,archive/assets/images/22_효천고_2학기_기말_고1_기출/q22-solution.svg,bba66d88bb1712553b27275512ab0e54716c259f5b327486d9d5cc9f4efdcb8a,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js|23_강남여고_2학기_기말_고1_기출|5,solutionImage,archive/assets/images/23_강남여고_2학기_기말_고1_기출/q05-solution.svg,09877aad64b50dc0eba0b384bc25e9c890d416208c47649dadb5fc85d57eec46,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js|23_강남여고_2학기_기말_고1_기출|20,image,archive/assets/images/23_강남여고_2학기_기말_고1_기출/q20.png,c25d3191c98931cf974b2cfe7a7c00bd4710805e683ed48ff16892561edc0802,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js|23_강남여고_2학기_기말_고1_기출|20,solutionImage,archive/assets/images/23_강남여고_2학기_기말_고1_기출/q20-solution.svg,7f237aa0c8274896b176f7c04193332ab4c88651b9638b237e3e95edb906bb83,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js|23_금당고_2학기_기말_고1_기출|7,solutionImage,archive/assets/images/23_금당고_2학기_기말_고1_기출/q07-solution.svg,605ed2fa36c243940200955ee550f7655bc4a0674a13436011794930ab0b5bb0,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js|23_금당고_2학기_기말_고1_기출|11,solutionImage,archive/assets/images/23_금당고_2학기_기말_고1_기출/q11-solution.svg,c6394f57ba8f61f81b3f4015df195df8ba23211163f4bad3e882f681333b33aa,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js|24_강남여고_2학기_기말_고1_기출|9,image,archive/assets/images/24_강남여고_2학기_기말_고1_기출/q9.png,fe3f511a3428007f8b8fe618b702c477a6055a90e7530d59b599777cef553950,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js|24_금당고_2학기_기말_고1_기출|3,solutionImage,archive/assets/images/24_금당고_2학기_기말_고1_기출/q03-solution.svg,5e0b5acca8a80904877d49043664e4b4ef73581ba2f3b1ab90ecbdf8db89ea8f,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js|24_금당고_2학기_기말_고1_기출|15,image,archive/assets/images/24_금당고_2학기_기말_고1_기출/q15.png,0faaed97573ba34d68c8a5f6028c88356d6e8e709e49d0a1400c8bd686f880cb,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js|24_금당고_2학기_기말_고1_기출|16,solutionImage,archive/assets/images/24_금당고_2학기_기말_고1_기출/q16-solution.svg,86c0ceba192269165023de71721a0c574c991541e496c61ce7e8305c0f7eaa70,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js|24_매산여고_2학기_기말_고1_기출|3,solutionImage,archive/assets/images/24_매산여고_2학기_기말_고1_기출/q03-solution.svg,2e389a34b0e0edc5fff6232a85206d2aa0b79bd6c5d1df22640a0d764d607f16,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js|24_매산여고_2학기_기말_고1_기출|5,solutionImage,archive/assets/images/24_매산여고_2학기_기말_고1_기출/q05-solution.svg,7e1f13542cb7deea250c3611793ac4c8a00eab5b62670ecd159a5fa87e7eef4a,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js|24_매산여고_2학기_기말_고1_기출|7,solutionImage,archive/assets/images/24_매산여고_2학기_기말_고1_기출/q07-solution.svg,4b163268593a98897c4ff5fb893129d139db8eb6827469dd9bc2538d4cd576f1,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js|24_매산여고_2학기_기말_고1_기출|15,image,archive/assets/images/24_매산여고_2학기_기말_고1_기출/q15.png,1501f7c273fb65b6350393bb684b077e36229b0019f77d194db43a0d1c8d1ff4,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js|24_매산여고_2학기_기말_고1_기출|22,solutionImage,archive/assets/images/24_매산여고_2학기_기말_고1_기출/q22-solution.svg,0483f02dd6d8ebbd697d7fcf4e446d2c4455056aee9c2b369207260065f60cd2,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js|24_제일고_2학기_기말_고1_기출|11,solutionImage,archive/assets/images/24_제일고_2학기_기말_고1_기출/q11-solution.svg,7caef505c0d0448d440b219654ccae08ca4fc1b584d21b9df1bdeee79013e327,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js|24_제일고_2학기_기말_고1_기출|13,solutionImage,archive/assets/images/24_제일고_2학기_기말_고1_기출/q13-solution.svg,e74842149fd8f4bb403f97330b9138e4c325a44f95d6b827d06217f4053104a2,[object Object],VISUAL_REQUIRED_SATISFIED
archive/exams/original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js|22_복성고_2학기_중간_고1_기출|22,image,archive/assets/images/22_복성고_2학기_중간_고1_기출/q22.png,549df927c16e67005523f0082a70fb01b2ef39a33ab47d2330afff4405639f12,[object Object],VISUAL_REQUIRED_SATISFIED_BY_PROBLEM_IMAGE
