assetPath,observedPolicy,verticalLinePositions,horizontalLinePositions,verticalGaps,horizontalGaps,verticalMedianGap,horizontalMedianGap,relativeScaleError,verdict,finalTriage,semanticFactReview,reviewNote
archive/assets/images/22_금당고_1학기_기말_고1_기출/q12-solution.svg,EQUAL_UNIT,"[46.0, 80.0, 114.0, 148.0, 182.0, 216.0, 250.0, 284.0, 318.0]","[122.0, 156.0, 190.0, 204.0, 224.0, 258.0]","[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]","[34.0, 34.0, 14.0, 20.0, 34.0]",34.0,34.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_금당고_1학기_기말_고1_기출/q21-solution.svg,SCHEMATIC_ALLOWED,"[36.0, 72.0, 108.0, 144.0, 180.0, 216.0, 240.0, 252.0, 288.0, 324.0]","[94.0, 118.0, 142.0, 166.0, 178.0, 190.0, 214.0, 238.0, 262.0, 286.0]","[36.0, 36.0, 36.0, 36.0, 36.0, 24.0, 12.0, 36.0, 36.0]","[24.0, 24.0, 24.0, 12.0, 12.0, 24.0, 24.0, 24.0, 24.0]",36.0,24.0,0.3333333333333333,SEMANTIC_SCALE_REVIEW_REQUIRED,PASS_EXPLICIT_SCHEMATIC_EXCEPTION,PASS_EXPLICIT_SCHEMATIC_EXCEPTION,Browser render and source facts show a relational explanatory diagram; exact metric values are printed in the solution panel and are not inferred from pixel distance.
archive/assets/images/22_매산고_1학기_기말_고1_기출/q05-solution.svg,EQUAL_UNIT,"[65.0, 100.0, 135.0, 170.0, 205.0, 240.0, 275.0, 310.0, 345.0]","[120.0, 155.0, 190.0, 225.0, 260.0]","[35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]","[35.0, 35.0, 35.0, 35.0]",35.0,35.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_매산고_1학기_기말_고1_기출/q10-solution.svg,EQUAL_UNIT,"[86.0, 105.38, 124.77, 144.15, 163.54, 182.92, 202.31, 221.69, 241.08, 260.46, 279.85, 299.23, 318.62, 338.0]","[72.0, 91.38, 110.77, 130.15, 149.54, 168.92, 188.31, 207.69, 227.08, 246.46, 265.85, 285.23, 304.62, 324.0]","[19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38]","[19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38]",19.38,19.38,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_매산고_1학기_기말_고1_기출/q14-solution.svg,SCHEMATIC_ALLOWED,"[59.0, 97.0, 135.0, 155.0, 173.0, 211.0, 249.0, 250.0, 287.0, 325.0]","[95.0, 142.0, 190.0, 238.0]","[38.0, 38.0, 20.0, 18.0, 38.0, 38.0, 1.0, 37.0, 38.0]","[47.0, 48.0, 48.0]",38.0,48.0,0.20833333333333334,SEMANTIC_SCALE_REVIEW_REQUIRED,PASS_EXPLICIT_SCHEMATIC_EXCEPTION,PASS_EXPLICIT_SCHEMATIC_EXCEPTION,Browser render and source facts show a relational explanatory diagram; exact metric values are printed in the solution panel and are not inferred from pixel distance.
archive/assets/images/22_매산고_1학기_기말_고1_기출/q18-solution.svg,EQUAL_UNIT,"[48.0, 80.0, 112.0, 144.0, 176.0, 208.0, 240.0, 272.0, 304.0, 336.0]","[92.0, 124.0, 156.0, 188.0, 220.0, 252.0]","[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]","[32.0, 32.0, 32.0, 32.0, 32.0]",32.0,32.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_매산고_1학기_기말_고1_기출/q19-solution.svg,EQUAL_UNIT,"[60.0, 105.0, 150.0, 180.0, 195.0, 240.0, 285.0, 330.0]","[90.0, 135.0, 180.0, 225.0, 270.0]","[45.0, 45.0, 30.0, 15.0, 45.0, 45.0, 45.0]","[45.0, 45.0, 45.0, 45.0]",45.0,45.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_복성고_1학기_기말_고1_기출/q03-solution.svg,EQUAL_UNIT,"[65.0, 86.0, 107.0, 128.0, 149.0, 170.0, 191.0, 212.0, 233.0, 254.0, 275.0, 296.0, 317.0, 338.0, 359.0]","[72.0, 93.0, 114.0, 135.0, 156.0, 177.0, 198.0, 219.0, 240.0, 261.0, 282.0, 303.0, 324.0]","[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]","[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",21.0,21.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_복성고_1학기_기말_고1_기출/q12-solution.svg,EQUAL_UNIT,"[45.0, 90.0, 135.0, 180.0, 225.0, 270.0, 315.0]","[95.0, 140.0, 185.0, 230.0, 275.0]","[45.0, 45.0, 45.0, 45.0, 45.0, 45.0]","[45.0, 45.0, 45.0, 45.0]",45.0,45.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_복성고_1학기_기말_고1_기출/q15-solution.svg,EQUAL_UNIT,"[54.0, 90.0, 126.0, 162.0, 190.0, 198.0, 234.0, 270.0, 306.0, 342.0]","[74.0, 110.0, 146.0, 180.0, 182.0, 218.0, 254.0]","[36.0, 36.0, 36.0, 28.0, 8.0, 36.0, 36.0, 36.0, 36.0]","[36.0, 36.0, 34.0, 2.0, 36.0, 36.0]",36.0,36.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q04-solution.svg,EQUAL_UNIT,"[34.0, 62.0, 90.0, 118.0, 146.0, 174.0, 202.0, 230.0, 258.0, 286.0, 314.0]","[88.0, 116.0, 144.0, 172.0, 200.0, 210.0, 228.0, 256.0]","[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]","[28.0, 28.0, 28.0, 28.0, 10.0, 18.0, 28.0]",28.0,28.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q05-solution.svg,EQUAL_UNIT,"[30.0, 64.0, 98.0, 100.0, 132.0, 166.0, 200.0, 234.0, 268.0, 302.0, 336.0]","[88.0, 122.0, 156.0, 184.0, 190.0, 224.0, 258.0]","[34.0, 34.0, 2.0, 32.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]","[34.0, 34.0, 28.0, 6.0, 34.0, 34.0]",34.0,34.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q07-solution.svg,EQUAL_UNIT,"[20.0, 44.0, 68.0, 92.0, 116.0, 140.0, 164.0, 180.0, 188.0, 212.0, 236.0, 260.0, 284.0, 308.0, 332.0]","[94.0, 118.0, 142.0, 166.0, 184.0, 190.0, 214.0, 238.0, 262.0]","[24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 16.0, 8.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]","[24.0, 24.0, 24.0, 18.0, 6.0, 24.0, 24.0, 24.0]",24.0,24.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q08-solution.svg,EQUAL_UNIT,"[31.0, 53.0, 75.0, 97.0, 119.0, 141.0, 163.0, 185.0, 207.0, 229.0, 251.0, 273.0, 295.0, 317.0, 339.0]","[72.0, 94.0, 116.0, 138.0, 160.0, 182.0, 184.0, 204.0, 226.0, 248.0, 270.0]","[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]","[22.0, 22.0, 22.0, 22.0, 22.0, 2.0, 20.0, 22.0, 22.0, 22.0]",22.0,22.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q12-solution.svg,EQUAL_UNIT,"[74.55, 97.45, 120.36, 143.27, 166.18, 189.09, 212.0, 234.91, 257.82, 280.73, 303.64, 326.55, 349.45]","[72.0, 94.91, 117.82, 140.73, 163.64, 186.55, 209.45, 232.36, 255.27, 278.18, 301.09, 324.0]","[22.9, 22.91, 22.91, 22.91, 22.91, 22.91, 22.91, 22.91, 22.91, 22.91, 22.91, 22.9]","[22.91, 22.91, 22.91, 22.91, 22.91, 22.9, 22.91, 22.91, 22.91, 22.91, 22.91]",22.91,22.91,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q17-solution.svg,EQUAL_UNIT,"[20.0, 50.0, 80.0, 95.0, 110.0, 140.0, 170.0, 200.0, 230.0, 260.0, 290.0, 320.0]","[75.0, 105.0, 135.0, 165.0, 195.0, 210.0, 225.0, 255.0, 285.0]","[30.0, 30.0, 15.0, 15.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]","[30.0, 30.0, 30.0, 30.0, 15.0, 15.0, 30.0, 30.0]",30.0,30.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q23-solution.svg,EQUAL_UNIT,"[86.0, 114.0, 142.0, 170.0, 198.0, 226.0, 254.0, 282.0, 310.0, 338.0]","[72.0, 100.0, 128.0, 156.0, 184.0, 212.0, 240.0, 268.0, 296.0, 324.0]","[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]","[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]",28.0,28.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_순천여고_2학기_기말_고1_기출/q09-solution.svg,EQUAL_UNIT,"[75.0, 105.0, 135.0, 165.0, 175.0, 195.0, 225.0, 255.0, 285.0, 315.0]","[75.0, 105.0, 135.0, 165.0, 190.0, 195.0, 225.0]","[30.0, 30.0, 30.0, 10.0, 20.0, 30.0, 30.0, 30.0, 30.0]","[30.0, 30.0, 30.0, 25.0, 5.0, 30.0]",30.0,30.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_제일고_1학기_기말_고1_기출/q13-solution.svg,EQUAL_UNIT,"[105.89, 132.42, 158.95, 185.47, 212.0, 238.53, 265.05, 291.58, 318.11]","[72.0, 98.53, 125.05, 151.58, 178.11, 204.63, 231.16, 257.68, 284.21, 310.74]","[26.53, 26.53, 26.52, 26.53, 26.53, 26.52, 26.53, 26.53]","[26.53, 26.52, 26.53, 26.53, 26.52, 26.53, 26.52, 26.53, 26.53]",26.53,26.53,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_제일고_1학기_기말_고1_기출/q14-solution.svg,EQUAL_UNIT,"[86.0, 132.67, 179.33, 226.0, 272.67, 319.33]","[90.67, 137.33, 184.0, 230.67, 277.33, 324.0]","[46.67, 46.66, 46.67, 46.67, 46.66]","[46.66, 46.67, 46.67, 46.66, 46.67]",46.67,46.67,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_제일고_1학기_기말_고1_기출/q15-solution.svg,EQUAL_UNIT,"[25.0, 50.0, 75.0, 100.0, 125.0, 130.0, 150.0, 175.0, 200.0, 225.0, 250.0, 275.0, 300.0, 325.0]","[80.0, 105.0, 130.0, 155.0, 180.0, 182.0, 205.0, 230.0, 255.0]","[25.0, 25.0, 25.0, 25.0, 5.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[25.0, 25.0, 25.0, 25.0, 2.0, 23.0, 25.0, 25.0]",25.0,25.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_제일고_1학기_기말_고1_기출/q16-solution.svg,EQUAL_UNIT,"[25.0, 55.0, 85.0, 115.0, 145.0, 175.0, 205.0, 235.0, 260.0, 265.0, 295.0, 325.0]","[180.0, 184.0]","[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 25.0, 5.0, 30.0, 30.0]",[4.0],30.0,4.0,0.8666666666666667,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_제일고_1학기_기말_고1_기출/q17-solution.svg,EQUAL_UNIT,"[95.69, 115.08, 134.46, 153.85, 173.23, 192.62, 212.0, 231.38, 250.77, 270.15, 289.54, 308.92, 328.31]","[72.0, 91.38, 110.77, 130.15, 149.54, 168.92, 188.31, 207.69, 227.08, 246.46, 265.85, 285.23, 304.62, 324.0]","[19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39]","[19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38, 19.39, 19.38]",19.384999999999998,19.38,0.00025793139025014213,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_제일고_1학기_기말_고1_기출/q18-solution.svg,EQUAL_UNIT,"[25.0, 50.0, 75.0, 100.0, 120.0, 125.0, 150.0, 175.0, 200.0, 225.0, 250.0, 275.0, 300.0, 325.0]","[85.0, 110.0, 135.0, 160.0, 182.0, 185.0, 190.0, 210.0, 235.0, 260.0]","[25.0, 25.0, 25.0, 20.0, 5.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[25.0, 25.0, 25.0, 22.0, 3.0, 5.0, 20.0, 25.0, 25.0]",25.0,25.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_제일고_1학기_기말_고1_기출/q20-solution.svg,EQUAL_UNIT,"[24.0, 49.0, 74.0, 99.0, 120.0, 124.0, 149.0, 174.0, 199.0, 224.0, 249.0, 274.0, 299.0, 324.0]","[75.0, 100.0, 125.0, 150.0, 151.0, 175.0, 200.0, 225.0, 250.0, 275.0]","[25.0, 25.0, 25.0, 21.0, 4.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[25.0, 25.0, 25.0, 1.0, 24.0, 25.0, 25.0, 25.0, 25.0]",25.0,25.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_제일고_1학기_기말_고1_기출/q21-solution.svg,EQUAL_UNIT,"[23.0, 45.0, 50.0, 67.0, 89.0, 111.0, 133.0, 155.0, 177.0, 199.0, 221.0, 243.0, 265.0, 287.0, 309.0, 331.0]","[90.0, 112.0, 134.0, 156.0, 178.0, 200.0, 211.0, 222.0, 244.0, 266.0]","[22.0, 5.0, 17.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]","[22.0, 22.0, 22.0, 22.0, 22.0, 11.0, 11.0, 22.0, 22.0]",22.0,22.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_제일고_1학기_기말_고1_기출/q22-solution.svg,EQUAL_UNIT,"[35.0, 55.0, 75.0, 95.0, 115.0, 135.0, 155.0, 175.0, 195.0, 215.0, 235.0, 255.0, 275.0, 295.0, 315.0, 335.0]","[80.0, 100.0, 120.0, 140.0, 150.0, 160.0, 180.0, 190.0, 200.0, 211.0, 220.0, 240.0, 260.0, 280.0]","[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]","[20.0, 20.0, 20.0, 10.0, 10.0, 20.0, 10.0, 10.0, 11.0, 9.0, 20.0, 20.0, 20.0]",20.0,20.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q06-solution.svg,EQUAL_UNIT,"[94.4, 128.0, 161.6, 195.2, 228.8, 262.4, 296.0, 329.6]","[88.8, 122.4, 156.0, 189.6, 223.2, 256.8, 290.4, 324.0]","[33.6, 33.6, 33.6, 33.6, 33.6, 33.6, 33.6]","[33.6, 33.6, 33.6, 33.6, 33.6, 33.6, 33.6]",33.6,33.6,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_METRIC_SCALE_OBSERVED,NOT_STARTED,
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q07-solution.svg,EQUAL_UNIT,"[60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0, 330.0, 360.0]","[65.0, 95.0, 125.0, 155.0, 185.0, 215.0, 245.0]","[30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]","[30.0, 30.0, 30.0, 30.0, 30.0, 30.0]",30.0,30.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q15-solution.svg,EQUAL_UNIT,"[70.0, 100.0, 130.0, 160.0, 175.0, 190.0, 220.0, 250.0, 280.0]","[75.0, 105.0, 135.0, 158.0, 160.0, 185.0, 215.0, 245.0]","[30.0, 30.0, 30.0, 15.0, 15.0, 30.0, 30.0, 30.0]","[30.0, 30.0, 23.0, 2.0, 25.0, 30.0, 30.0]",30.0,30.0,0.0,PASS_EQUAL_UNIT_DECLARED_AND_OBSERVED,PASS_EQUAL_UNIT_REPAIRED,PASS_METRIC_SCALE_REPAIRED,Equal grid spacing was observed; metadata was normalized to EQUAL_UNIT and the SVG root now has preserveAspectRatio=xMidYMid meet.
