questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js_27,original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/21_강남여고_2학기_기말_고1_기출/q27.png,assets/images/21_강남여고_2학기_기말_고1_기출/q27-solution.svg,PRESENT,,PRESENT,PRESENT,e26635fdcc549920de3eef8e0c4d542627da6d5343748c40c842b8f3a5aa2781,f98b27445a8ec6e5f7f5bf81bd9b19bcfe71dc5af405d5827433ced2f0b46b6e
h1:original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js_28,original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_강남여고_2학기_기말_고1_기출/q28-solution.svg,ABSENT,,ABSENT,PRESENT,,43b6b76ee001455018a18bd23c3c8bd2559b96cd401eed32ca46ebaa87034abb
h1:original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js_29,original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_강남여고_2학기_기말_고1_기출/q29-solution.svg,ABSENT,,ABSENT,PRESENT,,06b6d3a9c35f806274cb75eba6b329c3a6bf696238dc76a2c8ca9f0f0a49069c
h1:original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_강남여고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,3d6cfa8d6ca1e537cc8eb60a475281c337cd62b9a89ba847943993f8632595d6
h1:original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_금당고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,b47156d5956550e57bc6050bcea3a7d5182babcf128e1ae83c48a58b8b6b8c62,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_19,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_금당고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,db366c41e4811d85e9799354ce7499c6803121eea8ea3970a60e0c2db0231abc
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_금당고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,f5d53770e27df499d77f33da4aec509cee920a36b6bdaadff88c83c058da7687
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_금당고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,d83655d7a0807a1e83d2ca13f9dd15018b0e51ad9d5e4512ea1fbd6680f1faf5
h1:original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_복성고_2학기_기말_고1_기출/q1.png,,PRESENT,,PRESENT,ABSENT,628639fb9b7d479e4c1c0e269eed5467e2a8da341ba706f58370359c488be37c,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_10,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/21_복성고_2학기_기말_고1_기출/q10.png,assets/images/21_복성고_2학기_기말_고1_기출/q10-solution.svg,PRESENT,,PRESENT,PRESENT,4164f22bb48a5f66aa11dbbe3d743c85a1b1f2bbb86ac3c5cafd7411ce46f3be,512ff88f02249dda376171aa57f3a32bea6bd24ebfa116dddc6d1960fcd8142d
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_복성고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,e3e225331f18a13b7798a9e22083d8a8799e24ebcdccfa7003ca78d0b4cabcd1
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_12,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_복성고_2학기_기말_고1_기출/q12-solution.svg,ABSENT,,ABSENT,PRESENT,,ecdb035a2bef90f4c8f56bc6e84e13e4a08d1dfe13415a44b7aa49df684f9fde
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_16,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_17,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_복성고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,393e66f549d118ac006efeaf7156805d5cf4169329e2f662b505ae800b5d3138
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_23,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_3,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_복성고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,57761ea25c642d52e520acff646d43bcbc3b34b0135fb7b42022b50565213ec8
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_복성고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,b41ade346cc9c91e3a510630013c4a6e924807eef051ec988f254138586bc840
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_복성고_2학기_기말_고1_기출/q7.png,,PRESENT,,PRESENT,ABSENT,1339a6b9d607dbfadea342c0d6dd4d253fc51d8f24d8863f2135446e0b43e409,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_10,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,SOLUTION_VISUAL_PRESENT,assets/images/21_순천고_2학기_기말_고1_기출/q10.png,assets/images/21_순천고_2학기_기말_고1_기출/q10-solution.svg,PRESENT,,PRESENT,PRESENT,1f771c251657a3beb9d213413a45cdb71318f4a9981e22ffc15aeea392a90134,77928e3bce0ecde04c9082f5d3887a836fd1a81110fdea2143d9962b3b33cd63
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_11,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_순천고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,97181140919b5b004d6edabd7e087d24949cfcba7167bd0959f8d70ebb7e4995
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_순천고_2학기_기말_고1_기출/q18-solution.svg,ABSENT,,ABSENT,PRESENT,,4dfa76ca01be47b91082f219d091d92ef8edeb71dd7811ec896c7e77dbf13c6d
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_순천고_2학기_기말_고1_기출/q02-solution.svg,ABSENT,,ABSENT,PRESENT,,b4ca8c8df7854a4604ecfc6fa606c3b276d21e3195238801e15d8f45c003f7a2
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_순천고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,efe18e233646f3cbebe5de7a955218029e5e77f23ce3c3f4d9e86747da7a6042
h1:original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_순천고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,98e79713d712b1d7c902749c213939123abc6196106664fc51191072c5271a11
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_2,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_20,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_RELATION_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_4,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_제일고_2학기_기말_고1_기출/q04-solution.svg,ABSENT,,ABSENT,PRESENT,,98c147ed852ed96ae34b7193edbd576956685a10279c5a6b795bd36850a35ba4
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_5,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/21_제일고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,0ace50e2eee9f4eea9e705c8d8c0cbb16efb8dc3ae0aa97cae2367c71a8d8c89
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_6,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_7,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/21_제일고_2학기_기말_고1_기출/q7.png,,PRESENT,,PRESENT,ABSENT,475f8c1c512623edd065a37f53260f4e15f363442d72b933d93685944304bd58,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_8,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js_9,original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_1,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js_13,original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
