asset,assetRole,sourceType,structure,width,height,factHash,sha256,status
archive/assets/images/24_제일고_1학기_기말_고1_기출/q13-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,6580e01e788cc08cf8a662681396a10fe1803ab9f365d30c4b36a120c3d39450,1fedd836e517dd6b510ece7802980e18103deed74872f7f9698682b68df85523,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q15-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,ee92d7f0cef8cf1ebc0f1155772ec4e9c52b170e28283665061a467ab77177fe,c96f470a102190da397ac3440da9a2830fe1e85d0a91a92182e5c8752a84cc44,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q17-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,6323b423e52d9dc101539762777f2fc48ec8558be94ad593eecc51345160fd5a,2243fb9c9614b4ba9d42e917e93d19e9a6fc858a416c3be6f7ad17696225b17a,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q21-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,1f6f2d2ffdfb9b9aba0b34173d36d4c52090ca99ead1a99056f1625d9898d030,7e6bbe1256a6b9562b95e362c0d33f724610c95465930fbadcb10798e4f25a3f,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q22-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,03cca0a66c6c53fda6c5575c0d71a86932a160923a4f88838f9d28c7b59421db,01bdb800ef9628f2b0a5ae80bc6d0b59ef12dfe8c43b15a3ead8fee180a52f2c,PASS
archive/assets/images/25_금당고_2학기_기말_고1_기출/q18-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,940b9cc882bcf18539f8eeaa9e37c81116ecad6a3d61afbc06b1bc3bac3906e2,552c1c31d66403a3eac603acaf14960626c16a1be2c6d6d9c81e26c7b4a74fe9,PASS
archive/assets/images/25_제일고_2학기_기말_고1_기출/q03-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,f7c41b493312924ed835b74a1190897a43f7c0adb22f48e938f832abea59ffba,5b78ba67b2a99c458512c8382f7a8789ac0b1621860e32e241d24de295bc3a18,PASS
archive/assets/images/25_제일고_2학기_기말_고1_기출/q07-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,04ad77573033157d2e6a46adf83f18e85ce6f5369a5a3ae9462f58c3068b5a25,9a937c2b00154cd1bae6b387a3b5be5b3ab2c68da80c6a450504ffcb5fdf6c1b,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q03-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,81b57aa3125133f5f6de852ab52b191d2cb62767178a616a19549b515e38f803,c0750e8b9e658f5077dfa939bc0084a6120249a107dbbb19736b44dbcde00a70,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q04-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,84850b2fe5874184fbc37788268834e0fe98b8edf48bd3b6a6b992ca9a2f19e3,3f400b35f9ae40a54f863c98734c0c4e194ebe93345879a812084df5184a5115,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q08-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,c346c0686bd7c8d9a2ef8f8445f8453698ad222fe0b8e31f3256ddb7adf7838d,175871c74391cdb772e081c5354e9fd1118bcee44beb35df6060567f6da8517b,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q11-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,8f55b1cc6d6da4e248884bf527c29c12c61b380cba30bc01deefa64dfab9d26c,116ad07b4a94d8c24ccb22584108e3ca0f12fe22288f84bfe5ec479d888fb343,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q12-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,c1899c847ef92cd836fe6081f5c98261f5f8278b07542a503aa7a3b5a34eaa53,2bde984f2ce9e70dd19caa48a46a5b889350f205ada0286b669985265e1dbc05,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q16-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,697da4b4f9cf9bc32d0bf478603c1ec9a494dace863bd51be85ac4a37cd043d1,5fb2ccec4b5991db34ae14763add6f16fe094324dcfbfe07e3101f28ce8ee94a,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q18-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,07e5ee948e57599fe92cb88035266cc9b1b41230a61e960f533394e553fbda44,ea9891d815d2f3da9b1ec6660622fea98ea2606ea7f03729b003a89ebf4df835,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q19-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,5c987ac6fc3fdabf0061768e00a12b679b9dd7a2f6f5c355677884537b12bb60,c12dfbad24479cc1ba7041358feec822295a874bae78d09c83fe9021d457d42c,PASS
archive/assets/images/25_금당고_2학기_중간_고1_기출/q21-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,0ae0d63d30d251a2063dda6547d5f988170843e3a5c630ccc785b963497ba18e,48b0c67a1a0e90b323af3ce532c492a156e7b8756a291cd8041091da5a27055e,PASS
archive/assets/images/25_매산고_2학기_중간_고1_기출/q07-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,3643f991a00e63796920fa00ce7dfb3a7df75364a642b1caae6b2680415e9369,b4d4003e9ae1a7aa2217aa88efb6f518bda359f5b3b5b45f21ac11ed9649531d,PASS
archive/assets/images/25_매산고_2학기_중간_고1_기출/q10-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,e886c4b1ed685f9d48b4e435fdeb11e673a547f1ced58c5da4e0677bdaa6be54,3491ee998ad3479e200e94b19ffb9fa9b703d2125eb3dbccfee3b085b54b2d5d,PASS
archive/assets/images/25_매산고_2학기_중간_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,6c10cfcfd6a5b5336fcdfd67e2aa36defdd14ef7559626fadfcb408ad9c168e2,98914a1b8984d2862936f99a663a4f8e1fa31f0e742d01d5a247a7eb3aa8bf1a,PASS
archive/assets/images/25_매산고_2학기_중간_고1_기출/q18-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,aed0d4227923583d8a420d6c81ac4c6c064ee6cd355baac71ff2803b897a76b5,6023f25049b07c67158dac5eaf0fdf3f7672264431f056263909ed8d8e8fc9e4,PASS
archive/assets/images/25_매산고_2학기_중간_고1_기출/q20-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,7a0b97674d0d14990c1007090e2d4a70b73131a28df386c30f564435465e9cad,fdfed3b1860bea5860f1d79d0aea15e5c2ae33786bd913faa68e7acf2e792ee2,PASS
archive/assets/images/25_순천고_2학기_중간_고1_기출/q07-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,2e3923c1b5ccd30139bd60dda512d29089972a3f09bdfece743c702d35e2240f,f675c8d018106feab77012c506cf5b9b7d16d84ca53d424bb8d360293480ced4,PASS
archive/assets/images/25_순천고_2학기_중간_고1_기출/q09-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,8ae11e343504dae8b7ae6cee99b89a4b082bc5a62276462c742c8fb581595b58,909ea37ac2b3e0c0905d5fdd315966723fe6b284b8fbf9995670532c03a7f01a,PASS
archive/assets/images/25_순천고_2학기_중간_고1_기출/q10-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,cb555b04d866c57808c6efe9a215f7950eb25aa63da024d9580edafa5ebf1032,03e157a76121b957baa56cd009da2e88ffdf5a8fc209c44f86e203d68b42d413,PASS
archive/assets/images/25_순천여고_2학기_중간_고1_공통수학2/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,a544db684ce9ef014824868df0f97e502d4cf44bc62126bb1a9b19165c11b3c0,ae0492ce9b3da9f8c49e763a2709ab453ec0b4b0a9409495512fc1a9d5ddf657,PASS
archive/assets/images/25_순천여고_2학기_중간_고1_공통수학2/q17-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,82365e51c757e560c52b0562fa5727faf70da416a2f689e1e2441b2fcb2975f2,911eb50dfb2505072484c4fe43cc31076d6f641432af56c8639a60e43044afe6,PASS
archive/assets/images/25_순천여고_2학기_중간_고1_공통수학2/q21-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,1c7f8715854b73dd3145596cefc4f851b5956477b908d652e511c9467cc89732,9536abf5304c667088afc941f12cd8f2e21096188ec0ab26aa95528f80406031,PASS
archive/assets/images/25_제일고_2학기_중간_고1_기출/q13-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,da52700055d18d9ed41c2f075ffbe3dd9b16ee13b5e6f26dab32dbfc52079837,49c79da90967613f7cb4d889a0d1e15d962816f1d46bdbba6ed9cfb121c85279,PASS
