assetPath,assetSha256,byteCount,staticXmlStatus,viewBox,preserveAspectRatio,primitiveCounts,forbiddenNodes,externalRefs,labelCount,observedFactHash
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q02-solution.svg,b97e099c29e0f1c943d89e6596b954d257f39ad97fcdaab912b1cb73715a2693,1438,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,54c489da8336dc62f6524dd4f7a51caf7009258f70f2938177f742868ebf1687
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q05-solution.svg,5e84023c46694693cc7fde4a5fac2ba9458af511643771740cc1c2d99752e2f7,1469,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":4,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,9daf58c1b449a50d398162792339fa3e963e1be9f08235b74b2b09271c356b65
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q09-solution.svg,fe1f97beb22677616e4e574ac1174328fb326bcbc31aa0a8f2bb4ac563e6c043,1933,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":4,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,5c77268fba758d37caac57cf15fb066a978d5fe73c1da3939f9cd97c4dd458be
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q10-solution.svg,4219936fe20fa014ec8cfe554ee38dc9ce4beb2de30b92bc4102e202aba7b8f4,1578,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,1a249fbef4781aec35f0f846f0b9ec594a316777cd761ea9fd2696980356e651
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q13-solution.svg,afb98d1fde5473c1df7c8e362aaa3c8080762e8cc3a39e8be271d088f6ad8cae,1640,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":2,""rect"":5,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,e02d24d3729ebbfe93c1445446a7a6741650eac101d5600bb895911b9440cd90
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q14-solution.svg,1f6aae3c8c0a86ab377758366380b23f73efaf1512d268bc8cd3578167c69321,1361,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":2,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,bfb7b88619206647c07323898849b84fca7994ad5cf1dfdeef1acdeb788bbfee
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q17-solution.svg,51683953c0c71c580c1f20fe87136887941b741992977a34f527c4ef4306e504,2125,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":6,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":6,""text"":8,""g"":0,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,2c17cafc2fc939e2c26eb1e2dbfb420341e1c5abc7499b67878c4b4835727b15
archive/assets/images/21_강남여고_2학기_중간_고1_기출/q23-solution.svg,79664ae35a0f34563ef1860bee8d5498a21218e81280eaf7614ca7f8a8c191f2,1438,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":5,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,aac26766f7b86e4c1c6a8625922184f39a9b9d694a16ff6a2533b7f46c74c6a2
archive/assets/images/21_금당고_2학기_기말_고1_기출/q04-solution.svg,5d09248f5aa79b921efebe904714110918eafa08366d1e7996bbd580830dafc9,5612,STATIC_ROOT_SHAPE_PASS,0 0 540 540,,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":2,""polyline"":1,""polygon"":0,""path"":0,""rect"":0,""text"":3,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,3,7f89d85a2823563aa3777b2ba22987c7ef75023fdad96c203f49459085096faf
archive/assets/images/21_금당고_2학기_기말_고1_기출/q08-solution.svg,aa098268d92d5b64174b1f03fc60e1cb89dfe81ef6e07fd40c61085ad5615f07,10080,STATIC_ROOT_SHAPE_PASS,0 0 540 540,,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":2,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":3,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,3,6d2b574e3c6e0df4946a8e7321c0215202ebf4852d72ceda90c19c4212807e46
archive/assets/images/21_금당고_2학기_기말_고1_기출/q22-solution.svg,94e3c7f108bed9ce9d9cebe3d68cd803121801a10187460e141cf107d605e4f7,14945,STATIC_ROOT_SHAPE_PASS,0 0 620 520,,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":6,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,d7fbbc6aa36fa00f3b4fa9f086cd37f7291f7c90a423aa3a2a4658b2a5b73ce5
archive/assets/images/21_금당고_2학기_중간_고1_기출/q01-solution.svg,82cf0a9d627ca99605d188b26788b0046a5f835213d02897928e51579c110eee,1469,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":4,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,43746c86c0aaa66c71eb72a38f5662671d55382b8177c900948f66fba707887a
archive/assets/images/21_금당고_2학기_중간_고1_기출/q02-solution.svg,3ca3bdcb5bc5699eb35b42cc873f52850ec97d85b49d186a4886384d69d9814f,1576,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,5e7a5c32cc0f17b734c696abebb64168e68422f6bce11504311785301f278c9f
archive/assets/images/21_금당고_2학기_중간_고1_기출/q03-solution.svg,207fa64d0f271f859e56d45aeea9b5be76762f9a354d0b2a212335e5dec975ce,1488,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":3,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,724aa42694b2ad222ea4ecd948a868398971a1575f813acadf75ac890d1df787
archive/assets/images/21_금당고_2학기_중간_고1_기출/q10-solution.svg,cf2051ac6eb63155a8040b1a0faf5f6ed0318f917b3dfec6ad1b6a13867e9133,2072,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":1,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":14,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,14,4ec3f53f28ea9e8779d1d5fcb2f1415d616b1bd96abe4c882bfaa8a34d07e8fa
archive/assets/images/21_금당고_2학기_중간_고1_기출/q11-solution.svg,423bc79fc2d6b5483f7df759b82d8400d910496ecd86e77a50b15d63438e3fa0,1578,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,57923381e4aeb0469fee38da14fa93c8ca74a0b1373782e44c2ff028711f4921
archive/assets/images/21_금당고_2학기_중간_고1_기출/q15-solution.svg,233b3ed3e41f3c1a921791966398eb926b64673b1fc41f059bf32c35d8250086,2071,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":6,""ellipse"":0,""line"":6,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,c2aff2a1060f8151ed735dbedc942485f895b15eb0161e64c3381b8f703bbd9e
archive/assets/images/21_매산고_2학기_중간_고1_기출/q01-solution.svg,82cf0a9d627ca99605d188b26788b0046a5f835213d02897928e51579c110eee,1469,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":4,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,43746c86c0aaa66c71eb72a38f5662671d55382b8177c900948f66fba707887a
archive/assets/images/21_매산고_2학기_중간_고1_기출/q02-solution.svg,53f85ab8d6ac2c6198b6a0f3c4a811eb082959df697c406092ccdefc0da4f929,1420,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,7c33fcb518463d079491449ec2896767f60c29e5f0a4d2d1f33a7f4a0db5a4f4
archive/assets/images/21_매산고_2학기_중간_고1_기출/q08-solution.svg,50461acd9b1d367bae599ba209f9215654642bda7a7dd926f77e1cfdafeb5cd5,1576,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,757ddbe912ccea1b10ac5ee40c0048f216987ad551d1590b8de3596e10cc27c2
archive/assets/images/21_매산고_2학기_중간_고1_기출/q14-solution.svg,1babc486b7ca40b9f91ecac4affeec21ec6eceaae99a815014d64336fea115ff,2387,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":4,""text"":14,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,14,401a466c2e71f82a6ae357f7232064795d3aea989e605606b90b5a73648ac5d6
archive/assets/images/21_매산고_2학기_중간_고1_기출/q16-solution.svg,7c93307c280b7816b88d79fa54154c46fd5d9c370737f2e8afc09fd1af878b03,1438,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":5,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,72dd70a5d1ac2c2f27b9f7d5835681db7ca3ce24a7d7d1e592347c1e29b61b93
archive/assets/images/21_복성고_2학기_기말_고1_기출/q03-solution.svg,188ec47378831627e403351f2d4877c4a24e87a9a4f4c7221763d0af7f77dc7c,14498,STATIC_ROOT_SHAPE_PASS,0 0 540 540,,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":4,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":2,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,2,6ffd4f6587122fa2a624a308ee7d0b124aedc918b531f95982752768485445c6
archive/assets/images/21_복성고_2학기_기말_고1_기출/q04-solution.svg,771e9bdc13f3215b7b8f984762a12f0270d36dd7b994870cee24201ddf41214d,5859,STATIC_ROOT_SHAPE_PASS,0 0 540 540,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":2,""polyline"":1,""polygon"":0,""path"":0,""rect"":0,""text"":4,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,4,523c1d2daa4a7afa15157c1d895cb1f345281acd62856809cb1dc3d337b77b0d
archive/assets/images/21_복성고_2학기_기말_고1_기출/q10-solution.svg,71a8e88bba3a8f0c1cd96841b4a9672aa8db362c2e5ad5bf3de2661a58b103f6,14761,STATIC_ROOT_SHAPE_PASS,0 0 620 500,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":4,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":4,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,4,e93065b97418ff23dda850cff8d155d6ece09a2b5e34ca8a81ee1a52e3973810
archive/assets/images/21_복성고_2학기_기말_고1_기출/q11-solution.svg,2f6b4fdb75547775cd8e04326c85bf49a042c65f2a9869d2a88674a112bd2b44,6060,STATIC_ROOT_SHAPE_PASS,0 0 620 500,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":3,""polyline"":1,""polygon"":0,""path"":0,""rect"":0,""text"":5,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,5,51110b8302ad9aa2504e02255f68033526700b8b009b89a5ff1b7ce742f8dd58
archive/assets/images/21_복성고_2학기_기말_고1_기출/q12-solution.svg,721fd185b7d8507748197a2c364bfe7713458ed4e10946bbdd31e0116f095cd3,10024,STATIC_ROOT_SHAPE_PASS,0 0 540 540,,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":1,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":3,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,3,0e86e82333bb46fd6b2ca20623baa8b6378991728c39dde45fae62fb2a522e98
archive/assets/images/21_복성고_2학기_기말_고1_기출/q22-solution.svg,4ffd9948a460cec54beb4468afb28a7e6f299914a5bf2d56f401d59beea1dddb,10695,STATIC_ROOT_SHAPE_PASS,0 0 620 520,,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":4,""polyline"":2,""polygon"":0,""path"":0,""rect"":0,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,1ae8efb0e11e6febe6ef6437fc05026e24d5d33b7ab2e2c5561d59866a4deeba
archive/assets/images/21_복성고_2학기_중간_고1_기출/q01-solution.svg,3ba9493f3f177491cc02be1224b1f4e9cb77defa824c9494947126d721e199c0,4454,STATIC_ROOT_SHAPE_PASS,0 0 720 360,xMidYMid meet,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":15,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":20,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,20,1c5823e4bd052b8dbe60bf159f083d35bf894bbd8e6bf79131a7bc5f8ccbe87b
archive/assets/images/21_복성고_2학기_중간_고1_기출/q02-solution.svg,fd5c52380f608d530b426562733fa5323a56d06adc6e9c43868dd47a11c6bf9c,1818,STATIC_ROOT_SHAPE_PASS,0 0 640 280,,"{""svg"":1,""circle"":3,""ellipse"":0,""line"":6,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":11,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,11,c57c5d84dbec9722335258b6f3cee94c6bd87ab5802d6902051f589de52cd107
archive/assets/images/21_복성고_2학기_중간_고1_기출/q03-solution.svg,2e0be2b719b9b490837c2fb643c1df5caee5e5d661adb2b42650d5209f8dd9b8,5356,STATIC_ROOT_SHAPE_PASS,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":29,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":12,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,12,406cfb51d7ad9c1665ce14f553c7ce9064f0b60af6ec2b163e0f9699061e3005
archive/assets/images/21_복성고_2학기_중간_고1_기출/q04-solution.svg,18260f774be129efaa51e009b6deeb3225a019b84ac1d81a3718fcff9595c23a,4417,STATIC_ROOT_SHAPE_PASS,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":23,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":11,""g"":2,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,11,9745387472e4ed4a3fa3dc29dde9acf21c30da158955e9ea82a109dd2ed558f9
archive/assets/images/21_복성고_2학기_중간_고1_기출/q05-solution.svg,5e84023c46694693cc7fde4a5fac2ba9458af511643771740cc1c2d99752e2f7,1469,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":0,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":4,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,9daf58c1b449a50d398162792339fa3e963e1be9f08235b74b2b09271c356b65
archive/assets/images/21_복성고_2학기_중간_고1_기출/q06-solution.svg,d96fc40b124c0d810253578173eb89ba547900221493c453646df9d426d91fa5,1576,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":8,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,8,af79ec8c576a48dcd98f1acab257a7e5cb027eab84aa60a1426b20efab26daf5
archive/assets/images/21_복성고_2학기_중간_고1_기출/q09-solution.svg,73dc0fae0b4fb52c9ea325903e91ed51985801ee93300528418b9c1d15429808,1552,STATIC_ROOT_SHAPE_PASS,0 0 640 280,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":4,""polyline"":0,""polygon"":0,""path"":0,""rect"":3,""text"":11,""g"":3,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,11,6c3884cf9d76748f6a3c9afe4bc725362443b50a6dd375f38d6901a9eb91369e
archive/assets/images/21_복성고_2학기_중간_고1_기출/q10-solution.svg,ce20c821dc70b2d8a0910f0d78178d4bfd2c87beed0e86421abdda130dbcaf4b,4694,STATIC_ROOT_SHAPE_PASS,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":1,""ellipse"":0,""line"":28,""polyline"":0,""polygon"":0,""path"":1,""rect"":3,""text"":10,""g"":1,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,10,581bb65ce506c2e470d5037caba6569d9efc8bd1a794b5c840ecf8d764f86d2f
archive/assets/images/21_복성고_2학기_중간_고1_기출/q11-solution.svg,5848443b395e549c764878e5277e1759c5f62f4f0241e4b87dbeadc0572ad4cd,6785,STATIC_ROOT_SHAPE_PASS,0 0 940 480,xMidYMid meet,"{""svg"":1,""circle"":6,""ellipse"":0,""line"":30,""polyline"":0,""polygon"":2,""path"":1,""rect"":3,""text"":15,""g"":6,""defs"":1,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,15,62de7d96ce9e1801fc035cd150638d7f5d1f14dc6348b50e178c4dc48a857e66
archive/assets/images/21_복성고_2학기_중간_고1_기출/q12-solution.svg,7b5c6c3f40b98438ea2b01b255c586afde0c35a80ee8528885311ad82f3c7253,1728,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":4,""ellipse"":0,""line"":4,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":6,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,6,12e8995ec24c176083bd2bdc32b6d8011a5afd7c99b0d6ccd378e3bb2cb56576
archive/assets/images/21_복성고_2학기_중간_고1_기출/q13-solution.svg,181ec4e9b9792adc91d6516530e7162ba93130fdb752ff7d42a99526e3067faa,1464,STATIC_ROOT_SHAPE_PASS,0 0 720 300,,"{""svg"":1,""circle"":2,""ellipse"":0,""line"":0,""polyline"":0,""polygon"":0,""path"":0,""rect"":2,""text"":7,""g"":0,""defs"":0,""use"":0,""image"":0,""foreignObject"":0,""script"":0}",,,7,b552f75f01bb36d2da2bb8d7e30ab0e595186d3126acfb0c03615b5d4281b31e
