examId,sourceJsPath,questionCount,targetQuestionCount,existingSvgQuestionCount,svgRequiredMissingCandidateCount,modes,renderStatus
26_효천고_1학기_중간_고1_기출,archive/exams/original/high/h1/1mid/26_효천고_1학기_중간_고1_기출c.js,26,26,0,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_강남여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_강남여고_2학기_기말_고1_기출.js,29,29,12,15,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_금당고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_금당고_2학기_기말_고1_기출.js,22,22,3,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_복성고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_복성고_2학기_기말_고1_기출.js,23,23,6,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_순천고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_순천고_2학기_기말_고1_기출.js,22,22,6,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_제일고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,22,22,3,14,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_팔마고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_팔마고_2학기_기말_고1_기출.js,21,21,5,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_효천고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,22,22,4,17,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_강남여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_강남여고_2학기_기말_고1_기출.js,24,24,4,17,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_금당고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_금당고_2학기_기말_고1_기출.js,21,21,7,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_매산고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_매산고_2학기_기말_고1_기출.js,20,20,5,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_복성고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_복성고_2학기_기말_고1_기출.js,22,22,4,15,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_순천여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_순천여고_2학기_기말_고1_기출.js,23,23,7,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_제일고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_제일고_2학기_기말_고1_기출.js,22,22,3,19,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_팔마고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_팔마고_2학기_기말_고1_기출.js,22,22,6,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_효천고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/22_효천고_2학기_기말_고1_기출.js,22,22,6,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_강남여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/23_강남여고_2학기_기말_고1_기출.js,24,24,6,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_금당고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,21,21,5,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_매산여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,23,23,2,16,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_강남여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,24,24,1,15,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_금당고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,21,21,7,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_매산여고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,23,23,6,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_제일고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,22,22,4,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_금당고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,22,22,4,15,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_순천고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,23,23,6,14,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_제일고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,22,22,10,9,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_팔마고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/25_팔마고_2학기_기말_고1_기출.js,23,23,6,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_효천고_2학기_기말_고1_기출,archive/exams/original/high/h1/2final/25_효천고_2학기_기말_고1_기출.js,23,23,5,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_강남여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_강남여고_2학기_중간_고1_기출.js,26,26,9,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_금당고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_금당고_2학기_중간_고1_기출.js,22,22,6,9,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_매산고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_매산고_2학기_중간_고1_기출.js,20,20,5,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_복성고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js,22,22,16,5,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_순천고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_순천고_2학기_중간_고1_기출.js,22,22,11,8,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_제일고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js,22,22,10,9,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_팔마고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js,21,21,7,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
21_효천고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js,22,22,10,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_강남여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js,24,24,7,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_금당고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js,21,21,1,17,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_매산고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js,20,20,1,16,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_복성고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js,22,22,2,17,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_순천여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_순천여고_2학기_중간_고1_기출.js,23,23,2,19,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_제일고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,22,22,4,15,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_팔마고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_팔마고_2학기_중간_고1_기출.js,22,22,5,14,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
22_효천고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,22,22,6,11,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_강남여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/23_강남여고_2학기_중간_고1_기출.js,24,24,2,17,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_금당고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/23_금당고_2학기_중간_고1_기출.js,21,21,8,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_매산여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/23_매산여고_2학기_중간_고1_기출.js,23,23,7,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_순천여고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/23_순천여고_2학기_중간_고1_기출.js,23,23,4,16,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
23_팔마고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/23_팔마고_2학기_중간_고1_기출.js,22,22,9,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_금당고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/24_금당고_2학기_중간_고1_기출.js,21,21,7,10,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
24_제일고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/24_제일고_2학기_중간_고1_기출.js,22,22,5,12,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_금당고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/25_금당고_2학기_중간_고1_기출.js,22,22,19,3,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_매산고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/25_매산고_2학기_중간_고1_기출.js,20,20,12,8,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_순천고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/25_순천고_2학기_중간_고1_기출.js,23,23,16,7,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_순천여고_2학기_중간_고1_공통수학2,archive/exams/original/high/h1/2mid/25_순천여고_2학기_중간_고1_공통수학2.js,21,21,13,8,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_제일고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/25_제일고_2학기_중간_고1_기출.js,22,22,9,13,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
25_효천고_2학기_중간_고1_기출,archive/exams/original/high/h1/2mid/25_효천고_2학기_중간_고1_기출.js,23,23,18,5,exam=NOT_TESTED|solution=NOT_TESTED|answer=NOT_TESTED,NOT_TESTED
