questionUid,sourceJsPath,examId,id,standardCourse,standardUnitKey,standardUnit,subUnitKey,subUnit,questionType,problemImageRef,problemImageStatus,solutionImageRef,solutionImageStatus,inlineSolutionSvgCount,sourceFileBytes,sourceFileSha256,protectedHash,solutionHash,visualRequirementSignal,visualDecision,visualAction,visualReasons,expectedFactStatus,observedFactStatus,parityStatus,renderStatus,sourceReviewStatus,solutionFreezeStatus,currentStatus
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|17,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,17,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,8587e82435f0e099989c9554dedc52f24baa0385381d946948dedd5f36684101,8aa61adc330f0ad00feee2bbb15b60b72c3b4c5a6994f839b052e143253697a2,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|18,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,18,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-INEQUALITY_BASIC,부등식의 풀이,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,0b16ca58ef97fa72ce1195c9f770fc77a338ee06d27a562dfeb3ae44562e56ed,59e86402df88193a7a74463bbf9789b4f209b5d6c9dfee8be0e3b0161be7fac4,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|19,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,19,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-QUADRATIC_INEQUALITY,이차부등식,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,be3b21299624f108c93cb6a55819ff7723fc67f8a5cd1f3840e881939e67c19a,4bbfe474f6b2fa449215a8589620ddee0e11bb8531c7b3b2b24141f93d3fa92f,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,21,수학(상),H15-SA-05,이차방정식,H15-SA-05-QUADRATIC_SOLVING,이차방정식의 풀이,서술형,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,35e7af291a0aa081520d11a9e35efcb4f07a5472d87d5f4c8a9af5296e4c164b,622b9fcc91a6cb3b48f7912a3dab33175070c2c6c5c50fe257661153f53451fc,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,22,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,서술형,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,666b41d517dc86dfe69430fba6249eddd151b75e4246f9af04cbce4b30967182,835c607ae4fada75ef581fed705b059987b03a0b9eee7ed65a805de8945c0a0c,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|4,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,4,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-QUADRATIC_INEQUALITY,이차부등식,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,fd35b3d8e10b67a2d5f6a73a2408cfcef82f15175e35453f05413f971ad05965,c4e680b3adbf8096aeb23696ce263a02aac6d62528d0ebee784c05aa0313bf14,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|5,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,5,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-ABSOLUTE_INEQUALITY,절댓값 부등식,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,644e7b60472dc504aeefcde93023fce0c92bb1537034f72e2e650401b9906a99,4e179c9c499d5e2e8490b6104c15f38e69c24476954716a5a44e519fdc7f0fec,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|6,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,6,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-INEQUALITY_BASIC,부등식의 풀이,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,a67c05e68cd6bce2808ab7f86645bffdf4ea16efc7604a5a89ac18a0f9ae2b9d,051c3d05427cdc5396e463d37a288d58e4631bcabb97a2638c820f17a85026ad,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|7,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,7,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_BASIC,방정식의 풀이,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,47cad8c6f7352d06ac0ac813380293dcdce27be0f9297b21751aee70140f266f,0dff89c4da48e4b64663f24027e7239c858b78932b76618f4a3933441648f90a,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|8,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,22_복성고_1학기_기말_고1_기출,8,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,객관식,,ABSENT,,ABSENT,0,43529,400e2aca1499c9d907123620c6251a29f161016cdaa1458ca3332a19e0f9df4d,da3ff2062379e6099c148f51b6a20c72d515e82692e1b514de451751007766a2,b1c45994371c838f311737813f5c84b757adb7267d02a26666ef56eb17f80bd6,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|11,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,11,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,객관식,assets/images/22_순천여고_1학기_기말_고1_기출/q11.png,PRESENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,2fdb60261c0f28712d2e8a85630fe9a2b54b96a2337259b3d5f26f53efcfcc49,83845814fb19ba3036620511c3e1e8056a6360405bcac25e0a0a47cbe0b93d5f,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|13,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,13,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-SYSTEM_INEQUALITY,연립부등식,객관식,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,fee1ead8f0461578910fd07527155b80d198f6fc1e6b23ea6c0076afb7509e1a,2ed472ad18d340541cdc0b672d8f6cdf1208cf7ec8108981ff439897aff87f62,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|14,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,14,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-QUADRATIC_INEQUALITY,이차부등식,객관식,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,2edcc4ecbd94336718748ab569e5ee7a066c0c59818482c5e0d20841b225bc5f,f2d512d21b3c86065ed28313799f599d72497629089d16ad0e0028f0198d466a,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|15,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,15,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-SYSTEM_INEQUALITY,연립부등식,객관식,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,aa4f20e08eb136fabe7fdc7601f200b9c6c6d80a9432abbb3b12291911cbaf37,4f8a10bb56803117b3c9be18dda30d201b38911d9668a2e774cd7e14a3d20d26,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|2,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,2,수학(상),H15-SA-08,여러 가지 부등식,H15-SA-08-ABSOLUTE_INEQUALITY,절댓값 부등식,객관식,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,46cf60973cba0fa0b5a014870ce78971df50759eb58491088f8f8411a4edf004,d1bab3f83f6ec7e32ca63138299f1b28e5d2b0a4a3989e21abc2d862753b38c4,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|21,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,21,수학(상),H15-SA-05,이차방정식,H15-SA-05-EQUATION_FUNCTION_RELATION,이차방정식과 이차함수의 관계,단답형,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,216269514ebdd4e7d5e7c74e857079ac755afd1c6bd74b84997fcb81bdc1c0c2,12c934ec5d5eafffd79ad54d0335630a8086acf70ae9291aaecde942376e5b93,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|COORDINATE_OR_GEOMETRY_STRUCTURE|CASE_OR_BOUNDARY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|22,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,22_순천여고_1학기_기말_고1_기출,22,수학(상),H15-SA-05,이차방정식,H15-SA-05-INEQUALITY_BASIC,부등식의 풀이,단답형,,ABSENT,,ABSENT,0,47095,e792cc5432dbfc758bd980283716850ea40b30deff1331f416e41f83e4e24af9,9566711a802a9a1f6f459101ba3e0da7e2690158315506deed19ff404cbce9b7,40d1971084d82292990edcf26c06f23d1cc30607bcbceb8f6cb4cc6f19da706f,VISUAL_REQUIRED,ADD_NEW_VISUAL,ADD,GRAPH_OR_FUNCTION_STRUCTURE|NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|1,archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js,22_제일고_1학기_기말_고1_기출,1,공통수학1,H22-C-06,여러 가지 방정식과 부등식,H22-C-06-SYSTEM_OF_EQUATIONS,연립방정식,객관식,,ABSENT,,ABSENT,0,46490,adba9e7d5eb20e1070cb546538ad96b35e5dc8fdb46e0455c5f19c8d2edc3cfd,e65f6fa13d9347816acf6b445232ff78dbe74edb189c2864edd6e5e75c2274f6,1d4cd5dc58c7045944634f3afbec3eaa7b546a8d80b7f802e21827e326ab71b8,VISUAL_OPTIONAL_OR_EXEMPT_CANDIDATE,NO_VISUAL,NONE,NUMBER_LINE_OR_INEQUALITY_STRUCTURE,NOT_STARTED,NOT_STARTED,NOT_STARTED,NOT_TESTED,NOT_REVIEWED,NOT_STARTED,CANDIDATE_SCOPE_ONLY
