curriculum,level,scope,L1,L2,L3,L4,L1_status,L2_status,L3_status,L4_status,curriculumApplicability,defaultSelectable,source
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,덧셈과 뺄셈,덧셈·뺄셈 혼합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,부호가 있는 수의 곱셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,부호가 있는 수의 나눗셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,곱셈과 나눗셈,곱셈·나눗셈 혼합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,혼합 계산,괄호가 있는 혼합 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,정수와 유리수,정수와 유리수의 계산,혼합 계산,거듭제곱이 포함된 혼합 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,문자의 사용,문자로 수량 나타내기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,문자의 사용,곱셈·나눗셈 기호 생략,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,식의 값,대입하여 식의 값 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,식의 값,조건식으로 식의 값 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식,일차식과 계수·상수항,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식,동류항 정리,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식의 계산,일차식의 덧셈·뺄셈,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,문자의 사용과 식의 계산,일차식의 계산,괄호가 있는 일차식 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,등식과 방정식,등식의 성질,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,등식과 방정식,방정식의 해,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,일차방정식의 풀이,이항을 이용한 풀이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,일차방정식의 풀이,괄호·분수·소수가 있는 방정식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,해와 조건,해가 주어진 방정식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 풀이,해와 조건,계수 조건 결정,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,수와 관계,수에 관한 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,수와 관계,나이·개수 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,속력·시간·거리,거리 관계식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,속력·시간·거리,마주가기·따라가기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,농도와 비율,백분율·비율,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,농도와 비율,농도 문제,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,도형 활용,도형의 길이·넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,생활 속 관계식,요금·가격,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,문자와 식,일차방정식의 활용,생활 속 관계식,과부족,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,좌표와 그래프,좌표평면,점의 좌표 읽기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,좌표와 그래프,좌표평면,대칭인 점의 좌표,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,좌표와 그래프,그래프,상황을 그래프로 나타내기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,좌표와 그래프,그래프,그래프 해석,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,정비례,정비례 관계식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,정비례,정비례 그래프,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,반비례,반비례 관계식,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,반비례,반비례 그래프,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,관계 해석,그래프에서 식 구하기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-1,좌표평면과 그래프,정비례와 반비례,관계 해석,정비례·반비례 활용,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,점·선·면,직선·반직선·선분,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,점·선·면,두 점 사이의 거리와 중점,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,각,각의 크기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,각,맞꼭지각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,평행선과 각,동위각·엇각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,기본 도형,평행선과 각,평행선 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,평면에서의 위치 관계,두 직선의 위치 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,평면에서의 위치 관계,점·직선·평면 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,공간에서의 위치 관계,직선과 평면의 위치 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,공간에서의 위치 관계,평면과 평면의 위치 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,수직과 거리,수선과 수선의 발,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,위치 관계,수직과 거리,점과 직선 사이의 거리,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,기본 작도,선분·각의 이동,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,기본 작도,수직이등분선 작도,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,기본 작도,각의 이등분선 작도,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 작도,세 변 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 작도,두 변과 끼인각 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 작도,한 변과 양 끝각 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 합동,SSS 합동,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 합동,SAS 합동,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,기본 도형,작도와 합동,삼각형의 합동,ASA 합동,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,다각형의 내각과 외각,내각의 합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,다각형의 내각과 외각,외각의 합,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,다각형의 내각과 외각,정다각형의 각,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,삼각형·다각형의 각,각의 크기 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,삼각형·다각형의 각,변·대각선 개수,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,정다각형,정다각형의 성질,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,다각형,정다각형,조건으로 정다각형 찾기,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,원과 부채꼴의 기본,중심각·호·현,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,원과 부채꼴의 기본,부채꼴의 호의 길이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,부채꼴의 넓이,중심각을 이용한 넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,부채꼴의 넓이,호의 길이와 넓이 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,복합도형,부채꼴을 포함한 둘레,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,평면도형,원과 부채꼴,복합도형,부채꼴을 포함한 넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,다면체,면·모서리·꼭짓점,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,다면체,각기둥·각뿔,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,정다면체,정다면체의 종류,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,정다면체,면·모서리·꼭짓점 관계,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,회전체,회전체의 생성,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,다면체와 회전체,회전체,회전체의 단면,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,기둥의 겉넓이와 부피,각기둥,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,기둥의 겉넓이와 부피,원기둥,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,뿔의 겉넓이와 부피,각뿔,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,뿔의 겉넓이와 부피,원뿔,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,구,구의 겉넓이,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,구,구의 부피,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,복합입체도형,잘라낸 입체,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,입체도형,입체도형의 겉넓이와 부피,복합입체도형,붙인 입체,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,도수분포,도수분포표,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,도수분포,히스토그램·도수분포다각형,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,상대도수,상대도수 계산,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,상대도수,상대도수 그래프,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,자료 해석,그래프 비교,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M1-2,통계,자료의 정리와 해석,자료 해석,자료에서 정보 추론,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M1_2015
2015,middle,M2-1,유리수와 순환소수,유리수와 순환소수,유한소수와 무한소수,유한소수 판별,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M2_2015
2015,middle,M2-1,유리수와 순환소수,유리수와 순환소수,유한소수와 무한소수,분모의 소인수 조건,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M2_2015
2015,middle,M2-1,유리수와 순환소수,유리수와 순환소수,순환소수,순환마디와 표현,RPM_VERIFIED,RPM_VERIFIED,CANONICAL_DRAFT,CANONICAL_DRAFT,DEFAULT_SCOPE,True,RPM_M2_2015
