curriculum,level,scope,L1_major,L2_mid,primary_source,L1_status,L2_status
2015,high,수학_하,경우의 수,조합,RPM_H15_COMMON,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,지수함수와 로그함수,지수,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,지수함수와 로그함수,로그,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,지수함수와 로그함수,지수함수,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,지수함수와 로그함수,로그함수,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,삼각함수,삼각함수,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,삼각함수,삼각함수의 그래프,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,삼각함수,삼각함수의 활용,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,수열,등차수열과 등비수열,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,수열,수열의 합,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학I,수열,수학적 귀납법,RPM_H15_M1,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,함수의 극한과 연속,함수의 극한,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,함수의 극한과 연속,함수의 연속,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,미분,미분계수와 도함수,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,미분,도함수의 활용(1),RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,미분,도함수의 활용(2),RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,미분,도함수의 활용(3),RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,적분,부정적분,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,적분,정적분,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,수학II,적분,정적분의 활용,RPM_H15_M2,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,수열의 극한,수열의 극한,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,수열의 극한,급수,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,미분법,지수함수와 로그함수의 미분,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,미분법,삼각함수의 미분,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,미분법,여러 가지 미분법,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,미분법,도함수의 활용,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,적분법,여러 가지 적분법,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,적분법,정적분,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,미적분,적분법,정적분의 활용,RPM_H15_CALC,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,경우의 수,순열과 조합,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,경우의 수,이항정리,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,확률,확률의 뜻과 활용,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,확률,조건부확률,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,통계,확률분포,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,확률과통계,통계,통계적 추정,RPM_H15_PS,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,이차곡선,이차곡선,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,이차곡선,이차곡선과 직선,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,평면벡터,벡터의 연산,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,평면벡터,평면벡터의 성분과 내적,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,공간도형과 공간좌표,공간도형,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2015,high,기하,공간도형과 공간좌표,공간좌표,RPM_H15_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,다항식,다항식의 연산,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,다항식,항등식과 나머지정리,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,다항식,인수분해,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,방정식과 부등식,복소수,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,방정식과 부등식,이차방정식,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,방정식과 부등식,이차방정식과 이차함수,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,방정식과 부등식,여러 가지 방정식,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,방정식과 부등식,여러 가지 부등식,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,경우의 수,경우의 수와 순열,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,경우의 수,조합,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학1,행렬,행렬,RPM_H22_C1,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,도형의 방정식,평면좌표,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,도형의 방정식,직선의 방정식,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,도형의 방정식,원의 방정식,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,도형의 방정식,도형의 이동,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,집합과 명제,집합의 뜻과 포함 관계,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,집합과 명제,집합의 연산,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,집합과 명제,명제,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,함수,함수,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,함수,유리함수,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,공통수학2,함수,무리함수,RPM_H22_C2,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,지수함수와 로그함수,지수,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,지수함수와 로그함수,로그,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,지수함수와 로그함수,지수함수,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,지수함수와 로그함수,로그함수,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,삼각함수,삼각함수,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,삼각함수,삼각함수의 그래프,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,삼각함수,삼각함수의 활용,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,수열,등차수열과 등비수열,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,수열,수열의 합,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,대수,수열,수학적 귀납법,RPM_H22_ALG,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,함수의 극한과 연속,함수의 극한,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,함수의 극한과 연속,함수의 연속,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,미분,미분계수와 도함수,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,미분,도함수의 활용,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,적분,부정적분,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,적분,정적분,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분I,적분,정적분의 활용,RPM_H22_MI1,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,수열의 극한,수열의 극한,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,수열의 극한,급수,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,미분법,지수함수와 로그함수의 미분,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,미분법,삼각함수의 미분,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,미분법,여러 가지 미분법,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,미분법,도함수의 활용,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,적분법,여러 가지 함수의 적분,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,적분법,치환적분법과 부분적분법,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,미적분II,적분법,정적분의 활용,RPM_H22_MI2,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,경우의 수,순열과 조합,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,경우의 수,이항정리,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,확률,확률의 뜻과 활용,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,확률,조건부확률,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,통계,확률분포,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,확률과통계,통계,통계적 추정,RPM_H22_PS,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,이차곡선,이차곡선,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,이차곡선,이차곡선의 접선,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,공간도형과 공간좌표,공간도형,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,공간도형과 공간좌표,공간좌표,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,벡터,벡터의 연산,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,벡터,벡터의 성분과 내적,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
2022,high,기하,벡터,도형의 방정식,RPM_H22_GEO,RPM_VERIFIED,RPM_VERIFIED
